SSA_SMA	HEL_LEL	MCS_SCS	MG_IES	OMIM_IES	UNIPROT_IES	OMIM_CDS	UNIPROT_CDS	BioGRID_IES	Reactomepathway_IES	IntAct_IES
C0750905	C0009451	C4540520	C0022578	C0040761	C0013366	C0002871	C0002871	C0279628	C0268562	
C0917816	C0393584	C3809655	C0272048	C0016508	C1868111	C1527402	C1527402	C0020517	C0238463	
C0278161	C3891448	C0494463	C0752251	C0020796	C0007097	C1567257	C1567257	C0029456	C4048196	
C0015934	C0751733	C0006142	C0752252	C0025500	C0086237	C4283841	C4283841	C4721887	C0016722	
C0339527	C3150986	C1142166	C1867299	C3150899	C1857451	C4510744	C4510744	C0010054	C0282313	
C0005684	C1835845	C0011757	C2931788	C0751651	C3539507	C0008340	C0008340	C0029408	C0038356	
C3280095	C1368275	C2936783	C1836439	C3711374	C0272167	C0265211	C0265211	C4722327	C0011570	
C0264893	C0034933	C3553449	C4014745	C1864721	C0018273	C4225192	C4225192	C0029459	C2608083	
C0005587	C0752166	C0268523	C1858477	C1864720	C4721887	C0004763	C0004763	C0005684	C0004114	
C0039685	C4014339	C4539927	C1857618	C4225287	C0005684	C0020500	C0020500	C0000822	C0205641	
C0005283	C3489396	C3280095	C0032580	C0008073	C1846278	C1868683	C1868683	C0014544	C0005684	
C0027726	C0206762	C1868678	C1839413	C3550693	C0019061	C0020501	C0020501	C3280127	C0205642	
C3539506	C4048196	C0264893	C3808988	C1853761	C0013336	C0751217	C0751217	C0279702	C0205643	
C3554046	C2750473	C3241937	C0162635	C3714756	C1868672	C0028754	C0028754	C0002171	C0205644	
C1866040	C1833921	C3496337	C4283841	C0339512	C1866855	C1832175	C1832175	C0023976	C2931456	
C0007114	C2608083	C0005586	C1868120	C3860213	C0339539	C0026846	C0026846	C0265210	C0205645	
C0005695	C1257965	C0005587	C0162674	C0752105	C4704874	C0026706	C0026706	C3658301	C0600427	
C4048158	C1257964	C1961102	C4225262	C1527404	C4707243	C3809272	C3809272	C0521174	C1275668	
C0022716	C0020476	C0238339	C0265211	C0006111	C1864869	C3280214	C3280214	C3658302	C0494463	
C1839735	C1257963	C3539506	C3276432	C0752100	C3280127	C1257925	C1257925	C0005695	C0007102	
C0017919	C0700635	C1866040	C4015062	C0752101	C0271934	C1855119	C1855119	C0007570	C0264893	
C1708349	C4540520	C0017636	C0410179	C0015397	C0271933	C0006413	C0006413	C0022665	C2609414	
C0268362	C1845667	C0008370	C1832175	C0014067	C0023976	C0021655	C0021655	C1838951	C1563937	
C0268363	C1276035	C1847352	C3149378	C0023012	C0265210	C2930927	C2930927	C0236018	C3539506	
C0079744	C0011757	C0008924	C0026706	C0752104	C1868310	C0086237	C0086237	C0041956	C1876165	
C0376329	C3553449	C0451641	C3809272	C0344724	C0521174	C0014548	C0014548	C0206686	C0400966	
C0010606	C0278161	C0920269	C3280214	C0008073	C0265234	C0279628	C0279628	C0796074	C0547065	
C3809210	C2751778	C0022716	C1855119	C0752105	C0019158	C1321872	C1321872	C0151744	C0079772	
C0025958	C1868678	C0013182	C2931826	C4225251	C0005695	C0023794	C0023794	C0079745	C0011616	
C0282612	C0264893	C3551716	C1868111	C1853736	C0338457	C0752282	C0752282	C0238198	C0007786	
C4551720	C4479608	C0268362	C0007097	C0085110	C0002395	C1136249	C1136249	C0042065	C0920269	
C4704874	C3496337	C0268363	C1857451	C0023014	C0002895	C0242379	C0242379	C0007131	C0013182	
C2749936	C4479260	C0276496	C0272167	C4225304	C1838951	C1846278	C1846278	C0345904	C0001418	
C1527352	C3539506	C0376329	C4721887	C3278155	C0236018	C0019061	C0019061	C0019193	C0023903	
C4225184	C3554046	C4551568	C4274081	C3711374	C3888088	C0000822	C0000822	C4228778	C0017919	
C0276496	C0949272	C3809210	C1266043	C3278154	C0206686	C0014544	C0014544	C0021400	C0268362	
C1857344	C2677589	C4704874	C1868672	C1843156	C0011644	C0020429	C0020429	C1704230	C0268363	
C0234535	C0549307	C1856797	C1266044	C4015537	C0796074	C4707243	C4707243	C0038454	C0276496	
C0234533	C0020445	C0086133	C1866855	C4721509	C4225218	C3280127	C3280127	C1368275	C0024623	
C4283859	C4048158	C1856796	C1266042	C1859194	C0751093	C0268731	C0268731	C1176475	C0025149	
C0221406	C0009375	C1857512	C0011195	C0013421	C0011853	C0008312	C0008312	C1850600	C1527335	
C3810285	C0018273	C2749936	C1864869	C4721508	C0393584	C0007621	C0007621	C0268358	C0751530	
C1399226	C0920269	C0010417	C3280127	C0013421	C0238198	C0023976	C0023976	C1565662	C0887898	
C0033804	C3810289	C1527352	C0023976	C1563730	C3891448	C0023467	C0023467	C0677776	C0156147	
C0029453	C0013182	C4225184	C1868310	C1563731	C3150986	C0086743	C0086743	C3714844	C0750936	
C1959583	C0175704	C0086189	C1836724	C0017919	C3463992	C0346647	C0346647	C0009324	C0750935	
C1832529	C0024954	C0003811	C0019158	C0206143	C4316812	C0086432	C0086432	C0001418	C1275081	
C3149631	C1112705	C1857344	C4014681	C1855675	C1368275	C3658301	C3658301	C0238463	C0001624	
C0205641	C0268362	C0521761	C2749346	C0206141	C1176475	C3658302	C3658302	C0345905	C1959583	
C0205643	C0040053	C0221406	C0002895	C0036529	C1850600	C1306837	C1306837	C4048196	C1261502	
C1305968	C0796254	C3810285	C1864746	C2713368	C0268358	C0019158	C0019158	C0016722	C0205768	
C0205642	C0268363	C0521760	C3888088	C0206142	C4225426	C0007222	C0007222	C0037274	C0346153	
C0205645	C0017919	C4478379	C0011644	C1865974	C0752166	C0002395	C0002395	C0575897	C0035828	
C0242383	C4693688	C0156147	C0796074	C1868690	C0677776	C0278883	C0278883	C0282313	C0153381	
C0205644	C2676137	C4015038	C4225218	C4551475	C0025500	C0600327	C0600327	C0019202	C1319853	
C2350878	C2750824	C0796274	C4228778	C0424503	C0268561	C1838951	C1838951	C0011570	C0036095	
C0392514	C0030246	C0033804	C0751093	C0339534	C0268562	C0004364	C0004364	C0079765	C0154748	
C0035828	C2749936	C0268226	C1836155	C0015625	C3489396	C0002879	C0002879	C2608083	C0205851	
C0013421	C1330966	C0521759	C3891448	C0431890	C1848745	C0002878	C0002878	C1257965	C0205852	
C1319853	C1852989	C0521756	C1833219	C4310724	C4048196	C0598589	C0598589	C0004114	C0887833	
C0233514	C0026654	C0162361	C3150986	C0017926	C4479517	C0011303	C0011303	C1257964	C0035078	
C4317123	C2751306	C0521757	C3810404	C4748826	C0270972	C0011644	C0011644	C1257963	C1832600	
C0332890	C1837873	C0521754	C4552072	C0271623	C4225416	C0011304	C0011304	C2931456	C4721444	
C0152013	C0003811	C0521755	C1835845	C1861063	C0575897	C4225218	C4225218	C0079758	C1527390	
C0041755	C0339510	C0521753	C4316812	C2931246	C3489532	C0028326	C0028326	C1275668	C0236733	
C1334261	C0038356	C1298692	C0268358	C1854631	C0007114	C0011881	C0011881	C0494463	C1527304	
C4015184	C2677608	C4049650	C4014339	C1855710	C0009439	C0009451	C0009451	C0001973	C4751204	
C0023903	C0017924	C1275081	C1848745	C4551906	C1833921	C0151744	C0151744	C1956130	C4551993	
C0235031	C0031149	C4012395	C4048196	C1856309	C1861065	C0079745	C0079745	C1956131	C0860207	
C2936719	C0156147	C1847902	C4479517	C0243057	C2608083	C0079744	C0079744	C1956132	C0917798	
C1832600	C3280965	C1832529	C2750473	C3658299	C0700635	C0264956	C0264956	C0024301	C1838457	
C1527390	C0033804	C3149631	C4225416	C0002452	C4540520	C0042065	C0042065	C3489704	C0036920	
C0158646	C0268226	C4747891	C0575897	C4552100	C4310624	C0023434	C0023434	C2937358	C0343640	
C2749477	C3150988	C4229700	C2749665	C3275495	C0393588	C4048158	C4048158	C2609414	C0887900	
C1334271	C0162361	C0023487	C1861065	C0085413	C0022679	C1257964	C1257964	C3539506	C1853564	
C1527304	C0043094	C1305968	C2608083	C0233726	C1863340	C1257965	C1257965	C1876165	C2713368	
C4751204	C1275081	C0242383	C0795927	C0033139	C0011757	C1257963	C1257963	C0027626	C0086404	
C0919267	C3809192	C0205768	C0700635	C1851573	C0750905	C0002874	C0002874	C0949272	C1853118	
C4022738	C2930471	C0346153	C0340970	C2680446	C0268523	C0002889	C0002889	C0400966	C0032273	
C2350037	C1847902	C0035828	C4540520	C0162532	C0015934	C0028838	C0028838	C0547065	C0162809	
C0340630	C1112155	C4225323	C3809655	C0024121	C3489704	C3463992	C3463992	C0079772	C1856476	
C1970119	C0079153	C0003886	C4310624	C0750887	C1868678	C0079504	C0079504	C0017636	C0205833	
C0494463	C3714506	C0233514	C1845667	C0079297	C0264893	C0263628	C0263628	C0011616	C3280799	
C4551993	C4722480	C4317123	C0040034	C0813142	C3496337	C0021400	C0021400	C0007786	C0457133	
C4551902	C1846647	C0332890	C0393588	C1332140	C0005283	C0038454	C0038454	C0920269	C0236804	
C1862103	C4747891	C1708349	C0221409	C0340834	C1961102	C1176475	C1176475	C0013182	C0236807	
C4505436	C0017667	C0268344	C1855772	C3554127	C0238339	C0268358	C0268358	C0023903	C0023264	
C0333641	C0020459	C0041755	C3553449	C4310677	C3809624	C0025500	C0025500	C0017919	C1721098	
C0557874	C0346153	C4015184	C2751293	C1859570	C3539506	C1720887	C1720887	C0268362	C0036631	
C3280030	C0010346	C0235031	C0268162	C3714756	C3554046	C0042076	C0042076	C0268363	C0349426	
C4011788	C0750951	C2674321	C3280095	C1838951	C1302995	C0085758	C0085758	C0235874	C0740345	
C1145670	C0205788	C1832600	C1868678	C1852510	C1866040	C0278876	C0278876	C0001969	C0042109	
C2936783	C0205789	C0399368	C1535926	C1857252	C0949272	C3489396	C3489396	C1140680	C0014173	
C1853564	C0003886	C2749477	C0264893	C0025363	C0549307	C0009324	C0009324	C0024623	C0162351	
C1855520	C0457133	C0878683	C3496337	C0035372	C0008370	C0009438	C0009438	C1527352	C2678367	
C1531647	C0017495	C0038454	C0751882	C1853507	C1847352	C0270972	C0270972	C0025149	C0007193	
C1863753	C1970827	C4751204	C0272051	C0162309	C0009375	C0019202	C0019202	C0206698	C0037889	
C3661483	C0346990	C0919267	C3809624	C1837342	C0001125	C3899503	C3899503	C0887898	C0019193	
C1863534	C0266362	C4015519	C3539506	C0557874	C0451641	C0007114	C0007114	C0236736	C0025500	
C0339546	C0393561	C0175700	C2750949	C1839264	C0920269	C1833921	C1833921	C0156147	C1833477	
C1842475	C0393560	C1970119	C3554046	C3714756	C0022716	C0079765	C0079765	C0750936	C1868684	
C4551485	C1858991	C0079154	C2752039	C1850600	C3551716	C0752104	C0752104	C0750935	C0038433	
C1150929	C0740340	C3695063	C0795934	C2931011	C0024954	C2608083	C0752105	C1270972	C0011265	
C1691228	C0152013	C0206762	C0004134	C3853041	C0017919	C0752105	C2608083	C1275081	C3496069	
C1834690	C0021368	C3280392	C1866040	C0020796	C0268362	C0265961	C0265961	C0001624	C0341869	
C0032461	C2239176	C1384666	C0949272	C4310641	C0268363	C0700635	C0700635	C1959583	C0546126	
C1864112	C0019880	C4551993	C2677589	C3280062	C0376329	C0752100	C0752100	C0340543	C0020429	
C4049702	C0339527	C1859098	C1847352	C0025363	C4551568	C0242184	C0242184	C1261502	C1832544	
C1721098	C0025149	C1847114	C0751339	C0678202	C3809210	C0752101	C0752101	C0205768	C0265269	
C0878500	C1853942	C1838457	C3810289	C4693941	C0025958	C0027643	C0027643	C0346153	C0032285	
C0036631	C0158646	C3280030	C0022716	C0265219	C0282612	C0007137	C0007137	C0035828	C3469186	
C0085762	C0023772	C1853508	C3551716	C0013421	C4551720	C0422855	C0422855	C0153381	C0018781	
C1868571	C0751038	C1853564	C0175704	C0878544	C1856797	C0422853	C0422853	C1319853	C0014859	
C0042109	C3281191	C3661483	C2678439	C3714756	C1856796	C0422854	C0422854	C1510586	C3278156	
C0003810	C1857395	C0795907	C0036529	C0041207	C1960883	C0079758	C0079758	C0154748	C0021361	
C0887900	C0011615	C3554689	C0040053	C0265219	C1857512	C0600427	C0600427	C1846707	C0268626	
C1864827	C0162836	C1853118	C0796254	C0265219	C0085083	C0422852	C0422852	C0205851	C0270948	
C0524702	C1961835	C1838254	C0268363	C1857586	C0003811	C0338831	C0338831	C0205852	C0011615	
C0037889	C4751204	C0162809	C4693688	C4310680	C4225184	C0422850	C0422850	C0887833	C0024748	
C0477432	C1846564	C1839333	C3150901	C1838979	C1510479	C0043094	C0043094	C1832600	C0334579	
C3150968	C0027746	C1842475	C4551568	C3714933	C1857344	C0026640	C0026640	C4721444	C0016952	
C3658294	C1970119	C1866558	C3887608	C4310720	C4310639	C4721453	C4721453	C1527390	C0334580	
C4316881	C2750804	C4551485	C3809210	C1837371	C4283859	C3495874	C3495874	C1527304	C0334581	
C0009375	C0079154	C1856476	C0025958	C0013069	C0221406	C3553449	C3553449	C4751204	C0334582	
C1833477	C1858516	C3280799	C2676137	C0020505	C0017924	C0557874	C0557874	C4048328	C0334583	
C0009171	C3280392	C1834690	C0751340	C1865643	C4478379	C0015934	C0015934	C4551993	C0028326	
C0338656	C0494463	C2750786	C4704874	C1864877	C1458140	C0341703	C0341703	C0860207	C0266487	
C0585216	C1859098	C1864112	C1856797	C1853251	C0156147	C0023890	C0023890	C0917798	C0338070	
C0086133	C4748785	C0023264	C2750824	C0037773	C0235063	C3280095	C3280095	C0036529	C0349604	
C0035304	C0085681	C1721098	C1856796	C4277690	C4015038	C0264893	C0264893	C1838457	C0086795	
C0796147	C0272183	C1567435	C3489395	C4479636	C0796274	C0005586	C0005586	C0036920	C1571983	
C0751254	C1275808	C0025363	C1857512	C0026764	C0033804	C0005587	C0005587	C0343640	C1571984	
C3553788	C0022716	C1868571	C1843832	C1838951	C0268226	C0039685	C0039685	C0887900	C0007222	
C3496069	C0270959	C1867801	C4011949	C0270914	C0162361	C0005283	C0005283	C1853564	C0268553	
C0086367	C2936783	C2675066	C1858695	C1852555	C1335107	C2609414	C2609414	C2713368	C4087273	
C0265269	C1853564	C0278161	C0027627	C1862511	C1298692	C0238339	C0238339	C0086404	C1291512	
C0431380	C0267380	C1837750	C0027626	C3150933	C0085110	C0007117	C0007117	C2931286	C0001430	
C3469186	C0011860	C0003810	C0085083	C1838951	C4049650	C0001418	C0001418	C1853118	C1720802	
C1864690	C1851100	C0887900	C1852989	C0265219	C1275081	C0235063	C0235063	C1856476	C0004681	
C0020437	C0339546	C0796095	C0026654	C0011603	C1847902	C0403447	C0403447	C0205833	C0027051	
C0001418	C1850808	C1834703	C0003811	C0265219	C0001624	C0079772	C0079772	C3280799	C1708353	
C0431391	C1838254	C1865872	C4225184	C3150943	C0029453	C1847352	C1847352	C0023264	C0023473	
C0022665	C4479539	C1864827	C1832399	C0152101	C1336708	C0009375	C0009375	C1721098	C2746066	
C0020433	C1522378	C2678367	C2751306	C0265219	C1832529	C0015397	C0015397	C0042109	C0030567	
C0268626	C4551906	C0342282	C2751683	C0039685	C1864621	C3551716	C3551716	C0042790	C3714636	
C2751824	C1842475	C1868720	C1838625	C1838979	C4747891	C1839735	C1839735	C0031149	C1565662	
C0025237	C4085582	C0037889	C2751682	C1850709	C4229700	C0220597	C0220597	C0162351	C0265221	
C0265268	C4551485	C2673809	C2931042	C0239946	C1261502	C0856975	C0856975	C0431890	C0001973	
C3494426	C0027707	C1458140	C0079301	C0220701	C1305968	C0017919	C0017919	C2678367	C2676243	
C3494423	C3553230	C1864730	C1857344	C0339535	C0266642	C0476089	C0476089	C0007193	C1274933	
C3494422	C3280799	C3150968	C0008780	C0272052	C3281215	C1142379	C1142379	C0037889	C0027626	
C0019054	C3151445	C1833477	C1868114	C4284414	C4225323	C0268362	C0268362	C2936719	C0027627	
C3494425	C2750786	C1849387	C3810285	C0015397	C0233514	C0268363	C0268363	C2314896	C0949272	
C3494424	C4319932	C1145670	C1842149	C0410528	C0750917	C0740457	C0740457	C0021364	C0268540	
C0034069	C4225157	C0030297	C0268532	C1842398	C0750919	C0376329	C0376329	C0206634	C0002871	
C1857662	C1704423	C0085996	C2677608	C0234533	C0750918	C0010606	C0010606	C0025500	C0016978	
C0026764	C3150953	C0085997	C0017924	C0234535	C1708349	C0235874	C0235874	C1833477	C1531773	
C1384666	C1858160	C1868684	C2751641	C0004352	C4015184	C0023903	C0023903	C0033141	C1856689	
C0023895	C1567435	C3554460	C3540662	C1861385	C0240991	C3809210	C3809210	C1868684	C0026705	
C0003469	C0023212	C0008073	C1399226	C0347869	C4225219	C0282612	C0282612	C0022116	C0026708	
C0014527	C0270720	C0796147	C4015038	C1838979	C0235031	C1140680	C1140680	C0011265	C0376634	
C0034885	C0796147	C0020676	C1836383	C1838979	C2674321	C1857512	C1857512	C0546126	C1142166	
C0034189	C1867801	C0043119	C0796274	C1838979	C0750920	C0010417	C0010417	C0020429	C1858361	
C0028326	C2675066	C0751254	C3280965	C1838979	C1832600	C0236969	C0236969	C1832544	C2677506	
C0011573	C0027819	C0011265	C0033804	C0403399	C0750921	C1527352	C1527352	C0265269	C0406537	
C0410174	C0009241	C3553788	C0162361	C0005941	C0399368	C1527335	C1527335	C0032285	C3554002	
C0086196	C4310816	C4225284	C4012050	C0268238	C0399367	C0234535	C0234535	C3469186	C3542026	
C0042035	C3489532	C0546126	C1275081	C1838979	C1527390	C0234533	C0234533	C0018781	C0333233	
C0027962	C0003810	C1853137	C3809192	C3463824	C2749477	C0221406	C0221406	C0014859	C3553999	
C0273115	C1864827	C1838657	C4012395	C3554576	C0878683	C0151779	C0151779	C3278156	C0338508	
C0013222	C0524702	C0024454	C1847902	C1854630	C0038454	C3810285	C3810285	C0025958	C0014518	
C0018500	C0393588	C0019269	C2677567	C1864446	C4748978	C4478379	C4478379	C0338831	C1279420	
C0027746	C1836080	C0013336	C0079153	C0038356	C4751204	C0004930	C0004930	C0027627	C0678222	
C0024623	C1836081	C0265269	C3714506	C1839454	C4015519	C4015038	C4015038	C0457190	C2985290	
C2985524	C0175707	C0003257	C1858680	C0022578	C4022738	C0004936	C0004936	C0021361	C0398791	
C0917990	C2931258	C4082174	C0025363	C0272048	C0175700	C0796274	C0796274	C0268626	C0027819	
C0022658	C0270853	C3469186	C2676782	C0339284	C4540188	C3150988	C3150988	C0270948	C0086649	
C0265287	C3150968	C1850746	C1864621	C0339535	C0340630	C0473579	C0473579	C0011615	C3150415	
C0271148	C0268435	C1567257	C0020640	C3714756	C1970119	C4722480	C4722480	C0520459	C2931822	
C0019209	C1833477	C3278156	C4229700	C0004782	C0079154	C1336708	C1336708	C0024748	C3711374	
C0019208	C1868684	C1864690	C0751675	C1867299	C0339541	C1959583	C1959583	C0334579	C1449563	
C0025521	C0035304	C0038587	C3463992	C4551906	C3860213	C0848676	C0848676	C0016952	C1384666	
C0024713	C0008073	C0027627	C1261502	C0013336	C1858516	C3149631	C3149631	C0334580	C0162836	
C0000772	C0024623	C0339537	C1305968	C4310672	C1846431	C4229700	C4229700	C0334581	C0035335	
C0268553	C0020676	C0751257	C4016144	C0015397	C0494463	C0023487	C0023487	C0334582	C4554117	
C0268556	C3888031	C0454655	C0010346	C3711374	C1384666	C1527303	C1527303	C0334583	C3160738	
C0019207	C4721952	C0027746	C2350878	C3714756	C0340427	C0242383	C0242383	C0028326	C3160739	
C2748542	C2673759	C0796154	C0750951	C1838979	C4551993	C4551826	C4551826	C0338070	C4304725	
C0751362	C4012727	C2751824	C3280492	C1838979	C1859098	C0392514	C0392514	C0273115	C0338831	
C4087273	C0011265	C0268626	C3809665	C1850600	C4551902	C0036202	C0036202	C0349604	C3266731	
C0003873	C4225284	C1864689	C1861380	C0751651	C1835614	C1384666	C1384666	C0458247	C0677866	
C1291512	C4317109	C0025237	C3281215	C1836439	C1838457	C3281215	C3281215	C0086795	C0598608	
C0751882	C4317123	C3668940	C4225323	C4014745	C1862103	C2314896	C2314896	C0154659	C2931743	
C1720802	C0023976	C3494426	C0457133	C1858477	C3280030	C0699885	C0699885	C1571983	C0038505	
C3714949	C1853137	C3494423	C0003886	C1857618	C0013903	C0854119	C0854119	C1571984	C1956346	
C2746066	C0024454	C3494422	C0017495	C0032580	C1864694	C0332890	C0332890	C0007222	C0004096	
C3714948	C0019269	C0019054	C0233514	C0003886	C1145670	C4015184	C4015184	C0018801	C0033300	
C0232766	C0265269	C3494425	C1970827	C1839413	C1853508	C4225219	C4225219	C0268553	C1850597	
C0265221	C0003257	C3494424	C1858991	C0004352	C2936783	C0235031	C0235031	C0018802	C1850598	
C0240991	C3552343	C0034069	C0266362	C0010674	C1853564	C2936719	C2936719	C0011573	C1850599	
C2239351	C0036069	C1844696	C0393561	C0917816	C1531647	C1527390	C1527390	C3658267	C0032300	
C2931150	C0086395	C0699791	C0393560	C3808988	C1863753	C1961102	C1961102	C3658266	C3150913	
C2936781	C0431380	C0026613	C0268450	C3714756	C1855675	C0158646	C0158646	C1291512	C0023434	
C0023890	C1854273	C0347869	C0037231	C0162635	C0431399	C2350344	C2350344	C0001430	C0917730	
C0011615	C3469186	C0349204	C3279793	C4283841	C0795907	C4049650	C4049650	C1720802	C2930471	
C2676243	C1567257	C0024748	C0751038	C1868120	C1863534	C1527304	C1527304	C0027051	C4721806	
C0004943	C0031190	C0014527	C0268344	C0431399	C0346153	C0003886	C0003886	C0023473	C0035579	
C0496899	C1838604	C0034885	C1510586	C1849508	C1853118	C0494475	C0494475	C2746066	C0153633	
C1527383	C4225248	C0016952	C0020459	C0162674	C1851100	C4751204	C4751204	C0030567	C0007131	
C3860213	C0276496	C1845543	C4015184	C4310807	C1834671	C2350037	C2350037	C3714636	C0878544	
C0003865	C0268505	C0028326	C0013336	C0025363	C1850808	C4540188	C4540188	C2676243	C1839040	
C1844505	C0041409	C3495589	C0019880	C0008340	C1838254	C0340630	C0340630	C1274933	C0431121	
C0268540	C0027627	C0086196	C0278161	C4225262	C1691779	C1970119	C1970119	C2973725	C0206663	
C0020676	C0431391	C0042035	C1837991	C0265211	C1839333	C4551954	C4551954	C0268540	C3279791	
C0268616	C0011849	C0349639	C1263858	C1857586	C1842475	C1846431	C1846431	C0002871	C3279790	
C0398777	C0454655	C0021368	C0376358	C3276432	C1866558	C3280392	C3280392	C0016978	C4551501	
C0398691	C0268626	C0027962	C0235031	C0410179	C4551485	C0494463	C0494463	C1531773	C0242423	
C1531773	C1864689	C1869117	C2674321	C0027706	C1856476	C0087012	C0087012	C1856689	C0242422	
C1963184	C0001627	C0030044	C1832600	C1832175	C4748872	C4551993	C4551993	C0026705	C1863551	
C0026705	C3668940	C1848805	C1853942	C4551479	C3280799	C0035309	C0035309	C0026708	C0027830	
C0270914	C2675186	C0454608	C0399368	C3714514	C0457133	C0393706	C0393706	C0347515	C0033687	
C0270912	C1844696	C0043194	C0399367	C3149378	C1848534	C0302592	C0302592	C4225305	C0002395	
C0026708	C1857662	C2985524	C0751037	C0026706	C1834690	C1859098	C1859098	C0267380	C0086457	
C0270911	C0030567	C0086795	C0751039	C3280214	C0032461	C4551902	C4551902	C0242225	C0040997	
C4225305	C1563719	C0272242	C2749477	C3809272	C1864112	C0036529	C0036529	C1858361	C0022333	
C0001956	C1704417	C0265287	C3281191	C4540209	C4049702	C1847114	C1847114	C2677506	C0398623	
C0267380	C0220669	C0271148	C0878683	C1855119	C0023264	C1835614	C1835614	C1969343	C0030246	
C1142166	C0410174	C0002874	C0162836	C0013366	C0003706	C1862103	C1862103	C1836573	C3554605	
C0312854	C0086196	C1266042	C0038454	C0431692	C1721098	C0745744	C0745744	C1969342	C1836669	
C0010308	C0028326	C1266043	C1961835	C2931826	C0036631	C0333641	C0333641	C0014549	C0993582	
C1862394	C3281203	C0024713	C1866008	C3151460	C1567435	C3280030	C3280030	C3554002	C0027809	
C0036902	C0546126	C2936862	C4751204	C0752197	C3279786	C4011788	C4011788	C3542026	C0027686	
